,identificador,Página,Promedio de tiempo en la página,Número de visitas a páginas,Número de visitas a páginas únicas
33829,156633u,page2,7.0,1,1
33830,237589u,page1,17.0,1,1
33831,290481u,page1,5.0,1,1
33832,281613u,page1,2.0,1,1
33833,48809u,page1,12.5,4,2
33834,48809u,page2,5.0,1,1
33835,131143u,page1,1.0,1,1
33836,17402u,page1,4.0,1,1
33837,248170u,page1,28.0,1,1
33838,266765u,page3,15.0,1,1
33839,266765u,page1,10.0,1,1
33840,266765u,page2,5.0,1,1
33841,266765u,page4,0.0,1,1
33842,116952u,page1,7.0,2,1
33843,186330u,page1,28.0,1,1
33844,186330u,page3,10.0,1,1
33845,186330u,page4,3.0,1,1
33846,186330u,page2,1.0,1,1
33847,159435u,page1,14.0,2,2
33848,159435u,page3,12.0,3,2
33849,159435u,page4,8.0,2,2
33850,159435u,page2,6.5,2,2
33851,199874u,page1,15.0,1,1
33852,142367u,page1,81.7142857143,7,2
33853,142367u,page2,51.6666666667,3,1
33854,158444u,page3,28.25,4,2
33855,158444u,page1,26.0,3,2
33856,158444u,page2,10.3333333333,3,2
33857,158444u,page4,6.0,3,2
33858,19393u,page1,1.0,1,1
33859,232231u,page1,5.0,1,1
33860,10389u,page1,47.0,1,1
33861,10389u,page2,9.0,1,1
33862,10389u,page3,9.0,1,1
33863,10389u,page4,6.0,1,1
33864,47453u,page1,14.0,1,1
33865,274375u,page1,19.5,2,1
33866,274375u,page3,9.0,1,1
33867,274375u,page2,4.0,1,1
33868,274375u,page4,3.0,1,1
33869,70875u,page2,5.0,1,1
33870,70875u,page1,5.0,2,1
33871,298443u,page2,18.0,1,1
33872,298443u,page1,9.0,1,1
33873,108823u,page4,50.0,1,1
33874,108823u,page2,24.0,1,1
33875,108823u,page3,23.0,1,1
33876,108823u,page1,7.0,1,1
33877,98746u,page1,7.0,1,1
33878,243190u,page1,3.66666666667,3,2
33879,139340u,page1,25.0,2,1
33880,127481u,page1,2.0,1,1
33881,39226u,page1,14.0,3,2
33882,39226u,page2,0.0,1,1
33883,39226u,page3,0.0,1,1
33884,39226u,page4,0.0,1,1
33885,106273u,page1,9.0,1,1
33886,38051u,page1,20.0,1,1
33887,166889u,page1,11.0,1,1
33888,67289u,page2,59.0,1,1
33889,67289u,page1,14.75,4,3
33890,160094u,page1,6.0,1,1
33891,218677u,page3,6.0,1,1
33892,218677u,page1,6.0,2,1
33893,218677u,page2,4.5,2,1
33894,218677u,page4,4.0,1,1
33895,122754u,page1,20.5,12,9
33896,122754u,page2,11.0,1,1
33897,122754u,page3,3.0,1,1
33898,97474u,page1,0.0,1,1
33899,216667u,page1,4.0,1,1
33900,283688u,page3,9.0,1,1
33901,283688u,page1,8.0,1,1
33902,283688u,page4,5.0,1,1
33903,283688u,page2,4.0,1,1
33904,201140u,page1,5.0,1,1
33905,130639u,page1,1.0,1,1
33906,70107u,page1,5.0,3,3
33907,178474u,page1,20.6666666667,6,4
33908,132487u,page1,6.5,7,7
33909,188710u,page1,4.0,1,1
33910,186739u,page1,14.0,2,1
33911,123668u,page1,14.0,1,1
33912,123668u,page2,11.0,1,1
33913,123668u,page3,9.0,1,1
33914,123668u,page4,4.0,1,1
33915,38143u,page1,7.0,1,1
33916,90311u,page1,14.75,4,3
33917,90311u,page2,8.0,1,1
33918,218397u,page1,7.0,1,1
33919,159461u,page3,24.3333333333,6,2
33920,159461u,page2,8.5,4,3
33921,159461u,page1,6.6,10,3
33922,85854u,page3,9.0,1,1
33923,85854u,page1,6.0,1,1
33924,85854u,page4,3.0,1,1
33925,85854u,page2,2.0,1,1
33926,61335u,page3,10.0,2,2
33927,61335u,page4,7.5,2,2
33928,61335u,page1,7.0,2,2
33929,61335u,page2,4.5,2,2
33930,44480u,page1,21.0,1,1
33931,260410u,page1,22.6,5,4
33932,260410u,page3,15.3333333333,3,3
33933,260410u,page2,6.66666666667,3,3
33934,260410u,page4,4.66666666667,3,3
33935,249357u,page4,173.0,1,1
33936,249357u,page1,51.0,1,1
33937,249357u,page3,23.0,1,1
33938,249357u,page2,16.0,1,1
33939,269493u,page3,5.6,5,3
33940,269493u,page1,3.33333333333,6,3
33941,269493u,page2,1.33333333333,3,3
33942,269493u,page4,1.33333333333,3,3
33943,220719u,page1,1.0,1,1
33944,69077u,page2,0.0,1,1
33945,69077u,page3,0.0,1,1
33946,69077u,page1,0.0,2,1
33947,69077u,page4,0.0,1,1
33948,68186u,page1,24.0,1,1
33949,179976u,page1,49.0,3,2
33950,179976u,page3,13.5,2,2
33951,179976u,page2,4.5,2,2
33952,179976u,page4,4.0,2,2
33953,148217u,page3,35.0,1,1
33954,148217u,page1,9.0,1,1
33955,148217u,page2,3.0,1,1
33956,148217u,page4,3.0,1,1
33957,61243u,page1,15.5,2,2
33958,196259u,page1,5.0,1,1
33959,110933u,page1,10.0,1,1
33960,110933u,page3,9.0,1,1
33961,110933u,page4,4.0,1,1
33962,110933u,page2,2.0,1,1
33963,263441u,page3,36.5,4,3
33964,263441u,page1,10.6,5,3
33965,263441u,page2,5.66666666667,3,3
33966,263441u,page4,4.0,1,1
33967,175023u,page1,12.3333333333,3,2
33968,175023u,page2,1.0,2,1
33969,68035u,page1,4.0,1,1
33970,14284u,page1,15.5,2,2
33971,14284u,page3,13.0,2,2
33972,14284u,page2,4.5,2,2
33973,14284u,page4,3.0,2,2
33974,188782u,page1,2.0,2,1
33975,62551u,page1,9.25,4,1
33976,62551u,page2,9.0,2,1
33977,62551u,page3,8.0,1,1
33978,62551u,page4,2.0,1,1
33979,65904u,page1,23.5,2,2
33980,65904u,page4,13.0,1,1
33981,65904u,page3,12.0,1,1
33982,65904u,page2,6.0,1,1
33983,75694u,page1,8.0,1,1
33984,51681u,page1,2.0,1,1
33985,155418u,page1,15.0,1,1
33986,165424u,page3,38.0,1,1
33987,165424u,page1,20.0,1,1
33988,165424u,page4,11.0,1,1
33989,165424u,page2,5.0,1,1
33990,299874u,page1,6.0,2,1
33991,56245u,page1,3.5,2,2
33992,8694u,page4,11.0,1,1
33993,8694u,page1,8.0,1,1
33994,8694u,page3,7.0,1,1
33995,8694u,page2,4.0,1,1
33996,291742u,page1,10.0,1,1
33997,283895u,page1,25.0909090909,11,11
33998,283895u,page3,19.6363636364,11,11
33999,283895u,page4,9.09090909091,11,11
34000,283895u,page2,8.09090909091,11,11
34001,234496u,page1,3.0,1,1
34002,38579u,page1,8.0,4,3
34003,38579u,page3,7.0,3,3
34004,38579u,page4,4.33333333333,3,3
34005,38579u,page2,4.0,3,3
34006,43873u,page1,6.0,1,1
34007,48473u,page1,10.0,1,1
34008,48473u,page3,9.0,1,1
34009,48473u,page4,5.0,1,1
34010,48473u,page2,3.0,1,1
34011,45415u,page1,7.5,2,2
34012,45415u,page2,4.0,1,1
34013,45415u,page3,0.0,1,1
34014,151260u,page3,32.5,2,1
34015,151260u,page1,11.0,1,1
34016,151260u,page4,6.0,1,1
34017,151260u,page2,5.0,1,1
34018,73536u,page1,10.0,2,2
34019,28690u,page3,29.0,2,1
34020,28690u,page1,9.0,1,1
34021,28690u,page2,4.0,2,1
34022,28690u,page4,3.0,1,1
34023,240285u,page3,22.0,1,1
34024,240285u,page1,7.0,2,2
34025,240285u,page2,6.0,1,1
34026,240285u,page4,3.0,1,1
34027,14627u,page2,7.0,1,1
34028,14627u,page1,2.5,2,1
34029,287091u,page1,22.25,4,1
34030,287091u,page2,10.0,1,1
34031,273117u,page1,16.0,1,1
34032,273117u,page3,10.0,1,1
34033,273117u,page2,5.0,1,1
34034,273117u,page4,5.0,1,1
34035,183906u,page1,9.0,3,2
34036,103254u,page1,13.0,1,1
34037,110164u,page1,10.0,2,1
34038,9443u,page1,33.0,1,1
34039,158123u,page1,65.0,1,1
34040,158123u,page3,10.0,1,1
34041,158123u,page4,4.0,1,1
34042,158123u,page2,3.0,1,1
34043,119215u,page1,5.5,2,2
34044,182221u,page1,11.0,1,1
34045,27605u,page1,2.0,1,1
34046,149911u,page1,3.0,1,1
34047,241745u,page1,43.0,1,1
34048,241745u,page3,9.0,1,1
34049,241745u,page2,4.0,1,1
34050,241745u,page4,3.0,1,1
34051,278644u,page3,11.0,1,1
34052,278644u,page1,9.0,2,2
34053,278644u,page2,5.0,1,1
34054,278644u,page4,5.0,1,1
34055,177852u,page1,48.0,1,1
34056,275931u,page1,19.2,5,2
34057,172395u,page3,12.5,2,2
34058,172395u,page1,9.0,2,2
34059,172395u,page2,5.5,2,2
34060,172395u,page4,3.5,2,2
34061,293980u,page1,10.5,2,1
34062,237025u,page1,9.0,1,1
34063,191655u,page3,10.0,1,1
34064,191655u,page1,7.5,2,1
34065,191655u,page4,5.0,1,1
34066,191655u,page2,2.0,1,1
34067,177678u,page3,53.0,1,1
34068,177678u,page1,14.0,3,2
34069,177678u,page2,2.0,1,1
34070,177678u,page4,0.0,1,1
34071,4739u,page1,24.0,1,1
34072,153969u,page1,21.0,1,1
34073,126550u,page3,13.0,2,2
34074,126550u,page1,9.15384615385,13,11
34075,126550u,page4,9.0,2,2
34076,126550u,page2,5.0,2,2
34077,123261u,page1,42.0,1,1
34078,123261u,page3,8.0,1,1
34079,123261u,page4,7.0,1,1
34080,123261u,page2,3.0,1,1
34081,230458u,page3,26.0,1,1
34082,230458u,page1,14.0,2,2
34083,230458u,page4,6.0,1,1
34084,230458u,page2,3.0,1,1
34085,123349u,page1,23.5,2,2
34086,103382u,page1,3.0,1,1
34087,83569u,page1,28.5,2,1
34088,220059u,page1,12.5,2,2
34089,220059u,page3,11.0,2,2
34090,220059u,page4,3.0,2,2
34091,220059u,page2,2.5,2,2
34092,266108u,page1,15.0,1,1
34093,45768u,page1,1.0,1,1
34094,27722u,page2,26.0,2,2
34095,27722u,page1,21.5,2,2
34096,27722u,page4,13.0,1,1
34097,27722u,page3,12.0,1,1
34098,103305u,page1,14.6666666667,3,3
34099,103305u,page3,14.3333333333,3,3
34100,103305u,page2,4.33333333333,3,3
34101,103305u,page4,3.33333333333,3,3
34102,21178u,page1,3.0,2,2
34103,160449u,page3,13.5,2,2
34104,160449u,page4,7.5,2,2
34105,160449u,page1,7.0,2,2
34106,160449u,page2,2.5,2,2
34107,88806u,page3,9.83333333333,6,6
34108,88806u,page1,5.16666666667,6,6
34109,88806u,page2,2.5,6,6
34110,88806u,page4,2.0,6,6
34111,222793u,page1,11.0,2,1
34112,222793u,page2,8.0,1,1
34113,222793u,page3,8.0,1,1
34114,222793u,page4,5.0,1,1
34115,166186u,page1,3.0,2,1
34116,109248u,page3,13.0,1,1
34117,109248u,page1,11.0,1,1
34118,109248u,page4,3.0,1,1
34119,109248u,page2,1.0,1,1
34120,145487u,page1,21.0,2,2
34121,145487u,page3,14.0,2,2
34122,145487u,page4,4.0,2,2
34123,145487u,page2,2.5,2,2
34124,239487u,page1,30.0,3,3
34125,239487u,page3,11.5,2,2
34126,239487u,page2,8.5,2,2
34127,239487u,page4,4.0,2,2
34128,30038u,page3,5.5,2,2
34129,30038u,page1,2.0,2,2
34130,30038u,page2,1.0,2,2
34131,30038u,page4,1.0,2,2
34132,18393u,page1,14.6666666667,3,1
34133,18393u,page3,10.0,1,1
34134,18393u,page4,6.0,1,1
34135,18393u,page2,5.5,2,1
34136,134237u,page3,21.5,2,1
34137,134237u,page1,19.75,4,2
34138,134237u,page4,6.5,2,1
34139,134237u,page2,5.0,2,1
34140,121200u,page1,8.0,1,1
34141,163359u,page1,3.0,1,1
34142,66895u,page1,1.0,2,2
34143,15816u,page1,15.0,1,1
34144,15816u,page3,11.0,1,1
34145,15816u,page4,8.0,1,1
34146,15816u,page2,5.0,1,1
34147,292514u,page1,20.8333333333,6,3
34148,214435u,page3,23.8,5,3
34149,214435u,page1,21.5,4,3
34150,214435u,page2,6.0,3,3
34151,214435u,page4,5.0,1,1
34152,56838u,page1,2.0,1,1
34153,74738u,page1,27.0,3,3
34154,241446u,page1,34.0,1,1
34155,241446u,page3,14.0,1,1
34156,241446u,page2,11.0,1,1
34157,241446u,page4,11.0,1,1
34158,235597u,page1,88.25,8,6
34159,235597u,page3,11.6,5,4
34160,235597u,page4,2.75,4,4
34161,235597u,page2,2.0,4,4
34162,74234u,page3,12.0,3,3
34163,74234u,page1,8.6,5,5
34164,74234u,page2,8.5,4,4
34165,74234u,page4,7.33333333333,3,3
34166,271118u,page1,13.6666666667,3,3
34167,271118u,page3,11.3333333333,3,3
34168,271118u,page4,6.0,3,3
34169,271118u,page2,4.66666666667,3,3
34170,287291u,page1,20.0,1,1
34171,185440u,page1,21.75,4,3
34172,74812u,page1,6.0,1,1
34173,66505u,page1,19.0,5,5
34174,66505u,page3,7.6,5,5
34175,66505u,page2,6.83333333333,6,5
34176,66505u,page4,4.4,5,5
34177,163709u,page2,21.0,1,1
34178,163709u,page1,16.5,3,2
34179,131983u,page1,20.0,1,1
34180,141209u,page1,85.0,1,1
34181,141209u,page2,9.0,1,1
34182,141209u,page3,9.0,1,1
34183,141209u,page4,5.0,1,1
34184,218480u,page1,7.0,2,2
34185,124351u,page1,2.0,1,1
34186,166077u,page1,4.0,1,1
34187,13356u,page1,10.0,2,1
34188,13356u,page2,6.0,1,1
34189,250653u,page1,21.5,4,3
34190,250653u,page4,12.3333333333,3,3
34191,250653u,page3,11.0,3,3
34192,250653u,page2,6.66666666667,3,3
34193,127031u,page1,44.3333333333,9,6
34194,140808u,page1,3.0,2,1
34195,126202u,page1,22.0,1,1
34196,170129u,page1,15.8333333333,12,5
34197,96625u,page4,35.0,1,1
34198,96625u,page2,20.0,1,1
34199,96625u,page3,12.0,1,1
34200,96625u,page1,9.0,1,1
34201,287568u,page1,13.0,1,1
34202,287568u,page3,6.0,1,1
34203,287568u,page4,5.0,1,1
34204,287568u,page2,4.0,1,1
34205,155384u,page1,13.5,2,2
34206,155384u,page3,11.0,2,2
34207,155384u,page2,9.5,2,2
34208,155384u,page4,9.0,4,2
34209,272037u,page3,34.0,1,1
34210,272037u,page4,10.0,1,1
34211,272037u,page1,9.6,5,2
34212,272037u,page2,3.5,2,1
34213,299280u,page4,13.0,1,1
34214,299280u,page2,11.0,1,1
34215,299280u,page3,11.0,1,1
34216,299280u,page1,9.5,2,1
34217,59857u,page1,19.0,1,1
34218,59857u,page3,10.0,1,1
34219,59857u,page2,6.0,1,1
34220,59857u,page4,5.0,1,1
34221,162243u,page1,15.0,1,1
34222,162243u,page3,10.0,1,1
34223,162243u,page2,8.0,1,1
34224,162243u,page4,5.0,1,1
34225,256638u,page1,4.0,1,1
34226,43035u,page1,14.0,1,1
34227,43035u,page3,11.0,1,1
34228,43035u,page2,3.0,1,1
34229,43035u,page4,3.0,1,1
34230,88062u,page1,9.5,6,4
34231,88062u,page3,8.75,4,4
34232,88062u,page2,5.0,5,4
34233,88062u,page4,3.33333333333,3,3
34234,126062u,page2,0.0,1,1
34235,126062u,page3,0.0,1,1
34236,126062u,page1,0.0,1,1
34237,126062u,page4,0.0,1,1
34238,240122u,page1,11.75,4,3
34239,240122u,page4,11.0,3,3
34240,240122u,page3,8.0,3,3
34241,240122u,page2,4.25,4,3
34242,18497u,page3,23.3846153846,13,5
34243,18497u,page4,13.3333333333,3,3
34244,18497u,page1,7.5,12,5
34245,18497u,page2,4.57142857143,7,5
34246,76548u,page1,2.75,4,3
34247,76548u,page2,0.0,1,1
34248,76548u,page3,0.0,1,1
34249,76548u,page4,0.0,1,1
34250,14059u,page1,13.0,1,1
34251,286054u,page3,18.0,1,1
34252,286054u,page1,10.0,1,1
34253,286054u,page2,4.0,1,1
34254,286054u,page4,4.0,1,1
34255,281354u,page3,12.0,1,1
34256,281354u,page2,11.5,2,1
34257,281354u,page1,7.0,1,1
34258,281354u,page4,2.0,1,1
34259,259679u,page1,4.5,4,4
34260,72u,page1,50.0,1,1
34261,72u,page3,12.0,1,1
34262,72u,page2,6.0,1,1
34263,72u,page4,5.0,1,1
34264,162837u,page1,23.0,1,1
34265,162837u,page2,10.0,1,1
34266,162837u,page3,10.0,1,1
34267,162837u,page4,6.0,1,1
34268,54576u,page3,10.0,1,1
34269,54576u,page1,8.5,2,2
34270,54576u,page2,6.0,1,1
34271,54576u,page4,3.0,1,1
34272,196894u,page1,12.0,1,1
34273,298781u,page1,1.0,1,1
34274,103556u,page3,12.0,1,1
34275,103556u,page2,10.0,3,1
34276,103556u,page1,5.75,4,1
34277,103556u,page4,4.0,1,1
34278,270665u,page3,21.0,1,1
34279,270665u,page1,15.0,1,1
34280,270665u,page4,7.0,1,1
34281,270665u,page2,6.0,1,1
34282,159640u,page1,2.0,1,1
34283,126038u,page1,2.0,1,1
34284,288814u,page1,4.0,1,1
34285,219700u,page2,6.0,2,1
34286,219700u,page1,3.66666666667,3,1
34287,3397u,page1,3.5,4,3
34288,178702u,page3,13.0,1,1
34289,178702u,page1,5.0,1,1
34290,178702u,page2,2.0,1,1
34291,178702u,page4,2.0,1,1
34292,60237u,page1,23.0,3,2
34293,60237u,page3,11.0,2,2
34294,60237u,page4,4.0,1,1
34295,60237u,page2,3.5,2,2
34296,1593u,page1,16.75,4,2
34297,1593u,page3,7.0,1,1
34298,1593u,page2,5.0,1,1
34299,1593u,page4,5.0,1,1
34300,223546u,page1,7.0,1,1
34301,23559u,page1,11.6666666667,6,3
34302,23559u,page2,7.5,2,1
34303,23559u,page3,5.5,2,1
34304,23559u,page4,3.0,1,1
34305,261528u,page1,26.0,1,1
34306,147393u,page3,15.5,2,1
34307,147393u,page4,13.0,1,1
34308,147393u,page1,12.0,1,1
34309,147393u,page2,10.0,1,1
34310,129540u,page1,27.0,1,1
34311,242829u,page1,11.0,4,3
34312,263205u,page3,13.0,3,2
34313,263205u,page4,11.0,2,2
34314,263205u,page2,10.3333333333,3,2
34315,263205u,page1,6.125,8,4
34316,124441u,page1,2.0,1,1
34317,270985u,page1,2.0,1,1
34318,108759u,page1,2.0,2,2
34319,162239u,page1,9.0,2,1
34320,191364u,page1,8.0,1,1
34321,223916u,page3,3.0,3,2
34322,223916u,page1,2.5,2,2
34323,223916u,page2,1.0,2,2
34324,223916u,page4,1.0,2,2
34325,96581u,page1,7.0,2,1
34326,96581u,page2,4.0,1,1
34327,64677u,page1,3.0,1,1
34328,83354u,page1,2.0,2,1
34329,10523u,page3,12.0,1,1
34330,10523u,page1,11.5,2,2
34331,10523u,page4,3.0,1,1
34332,10523u,page2,2.0,1,1
34333,7510u,page2,14.0,1,1
34334,7510u,page1,3.5,2,1
34335,54687u,page1,8.66666666667,3,2
34336,253921u,page1,2.0,1,1
34337,109381u,page2,71.0,1,1
34338,109381u,page1,7.0,3,2
34339,280962u,page1,6.0,2,1
34340,138215u,page3,79.25,4,4
34341,138215u,page1,10.25,4,4
34342,138215u,page4,3.33333333333,3,3
34343,138215u,page2,2.5,4,4
34344,245966u,page1,21.0,1,1
34345,15129u,page1,3.0,1,1
34346,1257u,page2,15.0,1,1
34347,1257u,page1,15.0,1,1
34348,1257u,page3,10.0,1,1
34349,1257u,page4,4.0,1,1
34350,126829u,page3,10.0,1,1
34351,126829u,page1,8.0,1,1
34352,126829u,page2,4.0,1,1
34353,126829u,page4,2.0,1,1
34354,171728u,page1,0.0,1,1
34355,29840u,page1,15.0,1,1
34356,29840u,page3,10.0,1,1
34357,29840u,page2,9.0,1,1
34358,29840u,page4,4.0,1,1
34359,23465u,page1,9.0,1,1
34360,23465u,page2,8.0,1,1
34361,209038u,page1,4.0,1,1
34362,77999u,page1,56.0,2,2
34363,77999u,page3,8.5,2,2
34364,77999u,page4,6.0,2,2
34365,77999u,page2,3.0,2,2
34366,215845u,page1,2.0,1,1
34367,240615u,page1,8.0,3,3
34368,240615u,page2,7.33333333333,3,3
34369,240615u,page4,7.33333333333,3,3
34370,240615u,page3,6.66666666667,3,3
34371,195988u,page1,18.0,1,1
34372,20572u,page1,6.0,1,1
34373,207243u,page2,27.6666666667,3,3
34374,207243u,page3,15.6666666667,3,2
34375,207243u,page4,5.0,1,1
34376,207243u,page1,4.5,4,3
34377,139727u,page2,11.3333333333,3,2
34378,139727u,page3,11.0,2,2
34379,139727u,page1,7.0,4,2
34380,139727u,page4,7.0,2,2
34381,12403u,page1,11.0,1,1
34382,237293u,page1,50.6,10,7
34383,237293u,page3,17.6666666667,6,6
34384,237293u,page4,10.0,6,6
34385,237293u,page2,5.5,6,6
34386,245416u,page1,6.0,1,1
34387,178513u,page1,1.0,1,1
34388,212802u,page1,10.0,2,2
34389,212802u,page4,10.0,1,1
34390,212802u,page3,7.0,1,1
34391,212802u,page2,5.0,1,1
34392,289079u,page1,12.0,1,1
34393,289079u,page3,11.0,1,1
34394,289079u,page2,8.0,1,1
34395,289079u,page4,7.0,1,1
34396,196056u,page3,10.0,1,1
34397,196056u,page4,7.0,1,1
34398,196056u,page1,6.0,1,1
34399,196056u,page2,3.0,1,1
34400,266831u,page1,14.0,1,1
34401,267480u,page2,0.0,1,1
34402,267480u,page1,0.0,1,1
34403,162091u,page1,13.0,1,1
34404,242011u,page1,3.0,1,1
34405,238595u,page1,17.5,2,1
34406,238595u,page2,9.0,1,1
34407,113624u,page1,9.5,2,1
34408,144818u,page3,14.0,1,1
34409,144818u,page1,6.33333333333,3,2
34410,144818u,page4,4.0,1,1
34411,144818u,page2,3.0,1,1
34412,95738u,page1,8.0,1,1
34413,204120u,page1,36.5,2,1
34414,204120u,page3,23.0,1,1
34415,204120u,page2,5.5,2,1
34416,28580u,page1,12.0,2,1
34417,28580u,page2,10.0,1,1
34418,54808u,page3,7.0,1,1
34419,54808u,page2,6.0,1,1
34420,54808u,page1,5.0,2,2
34421,54808u,page4,4.0,1,1
34422,49760u,page3,11.0,1,1
34423,49760u,page1,10.0,1,1
34424,49760u,page2,3.0,1,1
34425,49760u,page4,3.0,1,1
34426,140797u,page1,11.0,1,1
34427,140797u,page4,11.0,1,1
34428,140797u,page3,9.0,1,1
34429,140797u,page2,5.0,1,1
34430,28030u,page2,16.0,1,1
34431,28030u,page1,9.0,4,1
34432,196946u,page3,84.0,1,1
34433,196946u,page1,39.0,3,2
34434,196946u,page2,13.0,2,1
34435,196946u,page4,9.0,1,1
34436,236290u,page4,19.3333333333,3,3
34437,236290u,page3,9.33333333333,3,3
34438,236290u,page1,8.0,4,3
34439,236290u,page2,4.66666666667,3,3
34440,21658u,page1,9.0,1,1
34441,38332u,page1,31.5,2,2
34442,172218u,page2,5.0,1,1
34443,172218u,page1,3.0,3,1
34444,175339u,page1,15.0,1,1
34445,175339u,page2,8.0,1,1
34446,162990u,page1,329.333333333,3,2
34447,138509u,page1,28.0,1,1
34448,138509u,page3,6.0,1,1
34449,138509u,page2,4.0,1,1
34450,138509u,page4,2.0,1,1
34451,297345u,page3,15.0,2,2
34452,297345u,page1,14.5555555556,9,6
34453,297345u,page2,8.33333333333,3,2
34454,297345u,page4,3.5,2,2
34455,172597u,page1,4.0,1,1
34456,261173u,page1,215.5,2,1
34457,129401u,page1,5.0,1,1
34458,104296u,page1,18.0,1,1
34459,242412u,page3,13.0,1,1
34460,242412u,page1,12.0,1,1
34461,242412u,page4,6.0,1,1
34462,242412u,page2,5.0,1,1
34463,39140u,page1,64.0,1,1
34464,39140u,page3,12.5,2,1
34465,39140u,page4,5.0,1,1
34466,39140u,page2,4.0,1,1
34467,139222u,page1,33.8,5,3
34468,139222u,page3,30.6666666667,3,1
34469,139222u,page4,6.0,1,1
34470,139222u,page2,4.5,2,1
34471,275038u,page1,31.0,1,1
34472,174307u,page1,3.0,1,1
34473,82534u,page1,5.0,1,1
34474,128719u,page1,3.5,2,2
34475,193254u,page1,107.0,2,2
34476,193254u,page3,25.5,2,2
34477,193254u,page4,9.5,2,2
34478,193254u,page2,7.0,2,2
34479,77129u,page1,8.0,1,1
34480,77932u,page3,20.0,1,1
34481,77932u,page1,13.0,1,1
34482,77932u,page2,6.0,1,1
34483,77932u,page4,4.0,1,1
34484,26709u,page3,13.0,3,3
34485,26709u,page1,7.0,3,3
34486,26709u,page4,4.33333333333,3,3
34487,26709u,page2,3.0,3,3
34488,273263u,page1,3.0,1,1
34489,56928u,page1,19.5,2,1
34490,189988u,page3,9.0,1,1
34491,189988u,page2,8.0,1,1
34492,189988u,page1,8.0,1,1
34493,189988u,page4,3.0,1,1
34494,218704u,page1,13.0,1,1
34495,218704u,page3,9.0,1,1
34496,218704u,page4,8.0,1,1
34497,218704u,page2,4.0,1,1
34498,6017u,page1,21.0,1,1
34499,18529u,page1,15.125,8,4
34500,18529u,page3,10.0,1,1
34501,18529u,page4,9.0,1,1
34502,18529u,page2,6.0,1,1
34503,98850u,page4,18.5,2,2
34504,98850u,page3,4.5,2,2
34505,98850u,page1,3.66666666667,3,2
34506,98850u,page2,1.66666666667,3,2
34507,252474u,page3,11.6666666667,3,2
34508,252474u,page1,8.0,2,2
34509,252474u,page2,4.0,2,2
34510,252474u,page4,4.0,2,2
34511,289288u,page1,6.5,2,2
34512,173573u,page1,140.0,3,1
34513,173573u,page3,17.0,1,1
34514,173573u,page2,14.0,1,1
34515,173573u,page4,4.0,1,1
34516,265741u,page1,11.0,1,1
34517,112281u,page3,13.0,1,1
34518,112281u,page1,12.5,2,2
34519,112281u,page2,9.0,1,1
34520,112281u,page4,5.0,1,1
34521,52200u,page1,30.0,1,1
34522,52200u,page2,19.0,1,1
34523,52200u,page3,18.5,2,1
34524,52200u,page4,10.0,1,1
34525,71456u,page3,14.0,1,1
34526,71456u,page1,11.0,1,1
34527,71456u,page2,4.0,1,1
34528,71456u,page4,4.0,1,1
34529,111451u,page1,2.0,1,1
34530,55106u,page4,8.5,2,1
34531,55106u,page3,5.66666666667,3,1
34532,55106u,page1,5.25,4,1
34533,55106u,page2,4.0,3,1
34534,271037u,page1,2.0,1,1
34535,288225u,page1,20.0,2,1
34536,191992u,page1,0.0,1,1
34537,263752u,page1,2.0,1,1
34538,113917u,page1,25.0,1,1
34539,113917u,page3,16.0,1,1
34540,113917u,page2,8.0,1,1
34541,113917u,page4,6.0,1,1
34542,175691u,page1,3.33333333333,3,2
34543,93769u,page1,3.0,1,1
34544,268260u,page1,3.0,1,1
34545,195488u,page1,11.0,1,1
34546,223594u,page2,27.0,1,1
34547,223594u,page1,15.6666666667,3,3
34548,223594u,page3,9.0,1,1
34549,223594u,page4,4.0,1,1
34550,265062u,page2,0.0,1,1
34551,265062u,page3,0.0,1,1
34552,265062u,page1,0.0,1,1
34553,265062u,page4,0.0,1,1
34554,145475u,page1,28.0,1,1
34555,145475u,page3,17.0,1,1
34556,145475u,page4,10.0,1,1
34557,145475u,page2,3.0,1,1
34558,297885u,page1,1.28571428571,7,5
34559,111595u,page1,2.0,3,2
34560,130040u,page1,25.0,2,2
34561,130040u,page3,8.0,2,2
34562,130040u,page4,6.0,2,2
34563,130040u,page2,4.5,2,2
34564,131438u,page1,37.0,2,2
34565,296236u,page1,1.0,1,1
34566,170879u,page1,7.0,1,1
34567,259202u,page1,36.0,1,1
34568,259202u,page3,13.0,1,1
34569,259202u,page2,8.0,1,1
34570,259202u,page4,7.0,1,1
34571,234023u,page1,21.0,1,1
34572,94258u,page1,20.0,1,1
34573,223321u,page3,11.0,1,1
34574,223321u,page1,7.0,3,2
34575,223321u,page4,7.0,1,1
34576,223321u,page2,3.0,1,1
34577,123378u,page1,12.0,1,1
34578,11187u,page1,24.0,1,1
34579,243492u,page1,33.0,1,1
34580,295161u,page2,7.0,1,1
34581,295161u,page3,7.0,1,1
34582,295161u,page1,6.5,2,2
34583,80437u,page1,9.0,1,1
34584,133426u,page1,19.0,1,1
34585,1774u,page1,8.0,1,1
34586,132057u,page3,11.0,1,1
34587,132057u,page1,11.0,1,1
34588,132057u,page4,7.0,1,1
34589,132057u,page2,5.0,1,1
34590,101412u,page1,20.5,2,1
34591,151730u,page1,29.0,1,1
34592,176543u,page3,10.0,2,2
