,identificador,Sistema operativo,Usuarios
7919,211691u,Mac OS,1
7920,206557u,Mac OS,1
7921,98278u,Windows OS,1
7922,76981u,Windows OS,1
7923,93681u,Mac OS,1
7924,257456u,Windows OS,1
7925,10278u,Mac OS,1
7926,172766u,Windows OS,1
7927,279112u,Windows OS,1
7928,205730u,Mac OS,1
7929,210059u,Windows OS,1
7930,29734u,Mac OS,1
7931,215963u,Windows OS,1
7932,137516u,Windows OS,1
7933,83468u,Windows OS,1
7934,21717u,Windows OS,1
7935,107583u,Windows OS,1
7936,181181u,Windows OS,1
7937,225392u,Mac OS,1
7938,188119u,Windows OS,1
7939,77267u,Windows OS,1
7940,30311u,Mac OS,1
7941,245496u,Windows OS,1
7942,95211u,Windows OS,1
7943,63357u,Windows OS,1
7944,179652u,Windows OS,1
7945,19008u,Windows OS,1
7946,297202u,Windows OS,1
7947,38235u,Mac OS,1
7948,289953u,Mac OS,1
7949,284832u,Mac OS,1
7950,55268u,Windows OS,1
7951,8822u,Mac OS,1
7952,70196u,Windows OS,1
7953,32996u,Mac OS,1
7954,10050u,Windows OS,1
7955,20322u,Mac OS,1
7956,153300u,Mac OS,1
7957,29944u,Mac OS,1
7958,287917u,Windows OS,1
7959,250888u,Windows OS,1
7960,19838u,Mac OS,1
7961,19145u,Windows OS,1
7962,138557u,Windows OS,1
7963,167528u,Mac OS,1
7964,284640u,Windows OS,1
7965,180594u,Windows OS,1
7966,260344u,Windows OS,1
7967,151659u,Mac OS,1
7968,101710u,Mac OS,1
7969,239206u,Windows OS,1
7970,169835u,Windows OS,1
7971,244676u,Windows OS,1
7972,202945u,Windows OS,1
7973,12089u,Mac OS,1
7974,102816u,Windows OS,1
7975,154527u,Mac OS,1
7976,226099u,Windows OS,1
7977,130982u,Windows OS,1
7978,292694u,Mac OS,1
7979,96766u,Windows OS,1
7980,30562u,Windows OS,1
7981,291382u,Mac OS,1
7982,18098u,Windows OS,1
7983,86711u,Windows OS,1
7984,38875u,Windows OS,1
7985,14021u,Windows OS,1
7986,73068u,Mac OS,1
7987,117046u,Windows OS,1
7988,157618u,Windows OS,1
7989,59392u,Windows OS,1
7990,202425u,Windows OS,1
7991,177954u,Windows OS,1
7992,55454u,Mac OS,1
7993,129358u,Windows OS,1
7994,231043u,Windows OS,1
7995,240635u,Windows OS,1
7996,99309u,Windows OS,1
7997,285620u,Mac OS,1
7998,189458u,Windows OS,1
7999,77341u,Windows OS,1
8000,140468u,Mac OS,1
8001,60030u,Windows OS,1
8002,111479u,Mac OS,1
8003,93142u,Windows OS,1
8004,241221u,Mac OS,1
8005,158540u,Windows OS,1
8006,31558u,Windows OS,1
8007,238313u,Windows OS,1
8008,274708u,Windows OS,1
8009,198142u,Windows OS,1
8010,78301u,Windows OS,1
8011,58061u,Mac OS,1
8012,140981u,Windows OS,1
8013,14631u,Mac OS,1
8014,187059u,Windows OS,1
8015,234978u,Windows OS,1
8016,206305u,Windows OS,1
8017,12592u,Windows OS,1
8018,180503u,Windows OS,1
8019,193906u,Windows OS,1
8020,64668u,Mac OS,1
8021,228244u,Windows OS,1
8022,226465u,Mac OS,1
8023,172705u,Windows OS,1
8024,23222u,Windows OS,1
8025,232726u,Windows OS,1
8026,252877u,Mac OS,1
8027,34228u,Mac OS,1
8028,265429u,Windows OS,1
8029,290927u,Mac OS,1
8030,103445u,Windows OS,1
8031,34016u,Windows OS,1
8032,171677u,Mac OS,1
8033,192413u,Mac OS,1
8034,63558u,Mac OS,1
8035,179333u,Windows OS,1
8036,161592u,Windows OS,1
8037,292466u,Windows OS,1
8038,252943u,Mac OS,1
8039,187498u,Windows OS,1
8040,153690u,Windows OS,1
8041,106813u,Windows OS,1
8042,212283u,Windows OS,1
8043,213610u,Mac OS,1
8044,269876u,Windows OS,1
8045,29080u,Windows OS,1
8046,258418u,Mac OS,1
8047,100902u,Windows OS,1
8048,98753u,Windows OS,1
8049,192891u,Windows OS,1
8050,186297u,Mac OS,1
8051,57300u,Windows OS,1
8052,92992u,Mac OS,1
8053,195274u,Windows OS,1
8054,27738u,Windows OS,1
8055,280469u,Mac OS,1
8056,244408u,Mac OS,1
8057,54503u,Mac OS,1
8058,161310u,Windows OS,1
8059,176625u,Windows OS,1
8060,67778u,Windows OS,1
8061,93324u,Mac OS,1
8062,84968u,Windows OS,1
8063,69628u,Windows OS,1
8064,63632u,Windows OS,1
8065,26630u,Mac OS,1
8066,109834u,Mac OS,1
8067,170016u,Windows OS,1
8068,2245u,Mac OS,1
8069,24908u,Mac OS,1
8070,291935u,Mac OS,1
8071,247348u,Mac OS,1
8072,92876u,Mac OS,1
8073,160834u,Windows OS,1
8074,155909u,Mac OS,1
8075,57516u,Mac OS,1
8076,13508u,Mac OS,1
8077,44734u,Mac OS,1
8078,35093u,Windows OS,1
8079,54864u,Mac OS,1
8080,45249u,Windows OS,1
8081,80699u,Windows OS,1
8082,33568u,Windows OS,1
8083,199659u,Windows OS,1
8084,267183u,Mac OS,1
8085,97096u,Mac OS,1
8086,209044u,Windows OS,1
8087,166410u,Windows OS,1
8088,269575u,Windows OS,1
8089,231465u,Mac OS,1
8090,173510u,Windows OS,1
8091,168854u,Windows OS,1
8092,38258u,Windows OS,1
8093,14510u,Mac OS,1
8094,99673u,Windows OS,1
8095,174034u,Windows OS,1
8096,45955u,Windows OS,1
8097,102418u,Mac OS,1
8098,135292u,Windows OS,1
8099,176212u,Mac OS,1
8100,137973u,Windows OS,1
8101,96489u,Mac OS,1
8102,118381u,Mac OS,1
8103,136748u,Mac OS,1
8104,153182u,Mac OS,1
8105,278821u,Mac OS,1
8106,225607u,Windows OS,1
8107,133988u,Windows OS,1
8108,15621u,Windows OS,1
8109,129575u,Windows OS,1
8110,41696u,Windows OS,1
8111,90013u,Windows OS,1
8112,68412u,Mac OS,1
8113,20657u,Mac OS,1
8114,51299u,Windows OS,1
8115,222173u,Windows OS,1
8116,5892u,Windows OS,1
8117,151959u,Windows OS,1
8118,72179u,Mac OS,1
8119,163506u,Windows OS,1
8120,141804u,Windows OS,1
8121,165651u,Mac OS,1
8122,212257u,Windows OS,1
8123,249977u,Mac OS,1
8124,256750u,Windows OS,1
8125,77319u,Mac OS,1
8126,46674u,Windows OS,1
8127,16972u,Windows OS,1
8128,144087u,Mac OS,1
8129,240098u,Windows OS,1
8130,252812u,Windows OS,1
8131,15603u,Windows OS,1
8132,143499u,Mac OS,1
8133,130050u,Windows OS,1
8134,102585u,Windows OS,1
8135,255147u,Mac OS,1
8136,52414u,Windows OS,1
8137,53609u,Windows OS,1
8138,254999u,Windows OS,1
8139,28501u,Mac OS,1
8140,206904u,Mac OS,1
8141,272467u,Windows OS,1
8142,199619u,Windows OS,1
8143,69204u,Windows OS,1
8144,27225u,Mac OS,1
8145,161382u,Windows OS,1
8146,103324u,Windows OS,1
8147,255698u,Windows OS,1
8148,55034u,Mac OS,1
8149,252949u,Windows OS,1
8150,290186u,Mac OS,1
8151,168434u,Mac OS,1
8152,114672u,Mac OS,1
8153,105278u,Windows OS,1
8154,129428u,Mac OS,1
8155,173729u,Windows OS,1
8156,35855u,Windows OS,1
8157,54492u,Mac OS,1
8158,295485u,Windows OS,1
8159,241335u,Windows OS,1
8160,204633u,Windows OS,1
8161,181439u,Windows OS,1
8162,256468u,Mac OS,1
8163,247093u,Windows OS,1
8164,183807u,Mac OS,1
8165,299862u,Windows OS,1
8166,137160u,Windows OS,1
8167,135059u,Windows OS,1
8168,239074u,Windows OS,1
8169,286772u,Windows OS,1
8170,101914u,Windows OS,1
8171,151773u,Windows OS,1
8172,36087u,Windows OS,1
8173,240839u,Windows OS,1
8174,235131u,Mac OS,1
8175,108297u,Windows OS,1
8176,236364u,Windows OS,1
8177,95792u,Windows OS,1
8178,249095u,Windows OS,1
8179,199331u,Mac OS,1
8180,253396u,Windows OS,1
8181,298411u,Windows OS,1
8182,156783u,Mac OS,1
8183,63196u,Mac OS,1
8184,82788u,Windows OS,1
8185,218576u,Windows OS,1
8186,159697u,Mac OS,1
8187,96990u,Windows OS,1
8188,234979u,Mac OS,1
8189,81386u,Windows OS,1
8190,53434u,Mac OS,1
8191,189653u,Windows OS,1
8192,16329u,Mac OS,1
8193,61090u,Mac OS,1
8194,512u,Windows OS,1
8195,205263u,Mac OS,1
8196,90159u,Mac OS,1
8197,287003u,Windows OS,1
8198,72593u,Mac OS,1
8199,254081u,Windows OS,1
8200,276536u,Mac OS,1
8201,58063u,Windows OS,1
8202,113358u,Windows OS,1
8203,82068u,Windows OS,1
8204,125327u,Windows OS,1
8205,180470u,Windows OS,1
8206,189005u,Mac OS,1
8207,213717u,Mac OS,1
8208,65019u,Mac OS,1
8209,141198u,Windows OS,1
8210,87593u,Mac OS,1
8211,93545u,Mac OS,1
8212,40752u,Windows OS,1
8213,289562u,Mac OS,1
8214,262813u,Windows OS,1
8215,35590u,Windows OS,1
8216,14418u,Windows OS,1
8217,16956u,Mac OS,1
8218,132578u,Windows OS,1
8219,163019u,Windows OS,1
8220,154080u,Windows OS,1
8221,57846u,Mac OS,1
8222,127623u,Windows OS,1
8223,256255u,Windows OS,1
8224,203814u,Windows OS,1
8225,30089u,Windows OS,1
8226,195842u,Mac OS,1
8227,196847u,Windows OS,1
8228,165885u,Windows OS,1
8229,210444u,Windows OS,1
8230,164275u,Mac OS,1
8231,247922u,Windows OS,1
8232,188945u,Windows OS,1
8233,78083u,Mac OS,1
8234,3611u,Windows OS,1
8235,69354u,Windows OS,1
8236,50530u,Windows OS,1
8237,57456u,Mac OS,1
8238,103702u,Windows OS,1
8239,133143u,Windows OS,1
8240,24556u,Windows OS,1
8241,267414u,Windows OS,1
8242,138597u,Windows OS,1
8243,16536u,Mac OS,1
8244,265032u,Windows OS,1
8245,84341u,Windows OS,1
8246,54836u,Windows OS,1
8247,52233u,Windows OS,1
8248,228571u,Windows OS,1
8249,44977u,Windows OS,1
8250,247384u,Windows OS,1
8251,282792u,Windows OS,1
8252,77866u,Mac OS,1
8253,109363u,Mac OS,1
8254,186556u,Mac OS,1
8255,32205u,Mac OS,1
8256,20398u,Mac OS,1
8257,61911u,Windows OS,1
8258,103401u,Windows OS,1
8259,56933u,Mac OS,1
8260,228304u,Mac OS,1
8261,295753u,Mac OS,1
8262,244801u,Mac OS,1
8263,7704u,Mac OS,1
8264,98648u,Mac OS,1
8265,134047u,Windows OS,1
8266,294292u,Windows OS,1
8267,249593u,Windows OS,1
8268,17760u,Windows OS,1
8269,98666u,Windows OS,1
8270,136395u,Windows OS,1
8271,119145u,Windows OS,1
8272,188739u,Mac OS,1
8273,44724u,Windows OS,1
8274,42697u,Mac OS,1
8275,154933u,Mac OS,1
8276,225067u,Mac OS,1
8277,186463u,Windows OS,1
8278,101670u,Mac OS,1
8279,166556u,Mac OS,1
8280,67869u,Mac OS,1
8281,132453u,Windows OS,1
8282,54388u,Windows OS,1
8283,34647u,Mac OS,1
8284,242154u,Mac OS,1
8285,234304u,Mac OS,1
8286,145102u,Windows OS,1
8287,279065u,Windows OS,1
8288,199148u,Mac OS,1
8289,81040u,Mac OS,1
8290,171141u,Windows OS,1
8291,154723u,Mac OS,1
8292,129881u,Mac OS,1
8293,123330u,Mac OS,1
8294,41586u,Mac OS,1
8295,270263u,Mac OS,1
8296,80086u,Windows OS,1
8297,225435u,Windows OS,1
8298,206691u,Mac OS,1
8299,279919u,Windows OS,1
8300,113200u,Mac OS,1
8301,10212u,Windows OS,1
8302,114255u,Windows OS,1
8303,61935u,Mac OS,1
8304,57538u,Mac OS,1
8305,150721u,Mac OS,1
8306,56551u,Windows OS,1
8307,55179u,Mac OS,1
8308,164824u,Windows OS,1
8309,169209u,Mac OS,1
8310,263031u,Mac OS,1
8311,43071u,Mac OS,1
8312,178283u,Mac OS,1
8313,272918u,Mac OS,1
8314,111875u,Windows OS,1
8315,127094u,Mac OS,1
8316,267911u,Windows OS,1
8317,205718u,Mac OS,1
8318,12963u,Windows OS,1
8319,116304u,Mac OS,1
8320,166869u,Windows OS,1
8321,235578u,Mac OS,1
8322,187692u,Mac OS,1
8323,159951u,Mac OS,1
8324,51697u,Mac OS,1
8325,156839u,Windows OS,1
8326,182940u,Mac OS,1
8327,30144u,Windows OS,1
8328,208778u,Windows OS,1
8329,41049u,Mac OS,1
8330,81136u,Windows OS,1
8331,84618u,Windows OS,1
8332,47863u,Windows OS,1
8333,111679u,Windows OS,1
8334,48769u,Windows OS,1
8335,159605u,Windows OS,1
8336,204967u,Windows OS,1
8337,287173u,Mac OS,1
8338,164027u,Mac OS,1
8339,9481u,Windows OS,1
8340,220885u,Mac OS,1
8341,116023u,Windows OS,1
8342,104048u,Windows OS,1
8343,299213u,Mac OS,1
8344,66896u,Windows OS,1
8345,19168u,Mac OS,1
8346,266650u,Mac OS,1
8347,4889u,Windows OS,1
8348,264641u,Mac OS,1
8349,195293u,Windows OS,1
8350,129902u,Windows OS,1
8351,58699u,Windows OS,1
8352,134546u,Windows OS,1
8353,124565u,Mac OS,1
8354,163764u,Windows OS,1
8355,134707u,Mac OS,1
8356,38589u,Windows OS,1
8357,239990u,Windows OS,1
8358,247883u,Windows OS,1
8359,180237u,Windows OS,1
8360,251501u,Windows OS,1
8361,227019u,Windows OS,1
8362,136455u,Mac OS,1
8363,98704u,Windows OS,1
8364,32484u,Windows OS,1
8365,17316u,Mac OS,1
8366,210885u,Mac OS,1
8367,215451u,Windows OS,1
8368,228397u,Windows OS,1
8369,269782u,Mac OS,1
8370,208884u,Windows OS,1
8371,185463u,Windows OS,1
8372,226263u,Mac OS,1
8373,131288u,Mac OS,1
8374,251194u,Mac OS,1
8375,143395u,Windows OS,1
8376,286122u,Windows OS,1
8377,258377u,Mac OS,1
8378,20897u,Windows OS,1
8379,268506u,Windows OS,1
8380,168911u,Windows OS,1
8381,195373u,Windows OS,1
8382,56932u,Mac OS,1
8383,19528u,Windows OS,1
8384,147741u,Mac OS,1
8385,17976u,Windows OS,1
8386,37218u,Windows OS,1
8387,45019u,Mac OS,1
8388,210725u,Mac OS,1
8389,286547u,Windows OS,1
8390,167703u,Windows OS,1
8391,212996u,Windows OS,1
8392,240211u,Windows OS,1
8393,120443u,Mac OS,1
8394,44983u,Mac OS,1
8395,109073u,Windows OS,1
8396,149811u,Mac OS,1
8397,87128u,Windows OS,1
8398,153312u,Windows OS,1
8399,235138u,Mac OS,1
8400,115811u,Windows OS,1
8401,231121u,Mac OS,1
8402,102151u,Mac OS,1
8403,288261u,Mac OS,1
8404,169115u,Windows OS,1
8405,95680u,Mac OS,1
8406,28725u,Windows OS,1
8407,238452u,Windows OS,1
8408,63968u,Mac OS,1
8409,165626u,Windows OS,1
8410,70749u,Windows OS,1
8411,123368u,Mac OS,1
8412,168522u,Mac OS,1
8413,21310u,Windows OS,1
8414,56950u,Windows OS,1
8415,32139u,Windows OS,1
8416,126976u,Windows OS,1
8417,237848u,Windows OS,1
8418,222808u,Windows OS,1
8419,137307u,Mac OS,1
8420,162234u,Windows OS,1
8421,87574u,Mac OS,1
8422,122907u,Windows OS,1
8423,107619u,Windows OS,1
8424,44808u,Mac OS,1
8425,115959u,Mac OS,1
8426,35648u,Mac OS,1
8427,198862u,Mac OS,1
8428,203402u,Windows OS,1
8429,272028u,Windows OS,1
8430,186283u,Mac OS,1
8431,225446u,Mac OS,1
8432,5698u,Mac OS,1
8433,109998u,Windows OS,1
8434,53264u,Windows OS,1
8435,135786u,Windows OS,1
8436,247477u,Mac OS,1
8437,253439u,Windows OS,1
8438,275417u,Mac OS,1
8439,115042u,Mac OS,1
8440,280614u,Windows OS,1
8441,90447u,Mac OS,1
8442,155332u,Mac OS,1
8443,263978u,Windows OS,1
8444,172751u,Windows OS,1
8445,46896u,Windows OS,1
8446,162506u,Windows OS,1
8447,30181u,Mac OS,1
8448,150554u,Mac OS,1
8449,275882u,Mac OS,1
8450,177373u,Mac OS,1
8451,9166u,Windows OS,1
8452,291829u,Windows OS,1
8453,217215u,Mac OS,1
8454,263802u,Mac OS,1
8455,102639u,Windows OS,1
8456,143153u,Mac OS,1
8457,231102u,Windows OS,1
8458,265387u,Mac OS,1
8459,57380u,Windows OS,1
8460,43649u,Mac OS,1
8461,270728u,Windows OS,1
8462,227248u,Windows OS,1
8463,221428u,Windows OS,1
8464,267487u,Windows OS,1
8465,204356u,Windows OS,1
8466,82240u,Windows OS,1
8467,234885u,Windows OS,1
8468,209403u,Windows OS,1
8469,41957u,Windows OS,1
8470,266507u,Windows OS,1
8471,135881u,Windows OS,1
8472,281964u,Mac OS,1
8473,156720u,Windows OS,1
8474,28114u,Windows OS,1
8475,57652u,Mac OS,1
8476,191456u,Mac OS,1
8477,2796u,Windows OS,1
8478,228562u,Windows OS,1
8479,242573u,Mac OS,1
8480,247312u,Windows OS,1
8481,54135u,Windows OS,1
8482,46585u,Windows OS,1
8483,44447u,Mac OS,1
8484,158310u,Mac OS,1
8485,120348u,Windows OS,1
8486,228127u,Mac OS,1
8487,214892u,Mac OS,1
8488,65996u,Windows OS,1
8489,184049u,Windows OS,1
8490,104417u,Windows OS,1
8491,194362u,Windows OS,1
8492,230172u,Mac OS,1
8493,232022u,Windows OS,1
8494,269530u,Windows OS,1
8495,71019u,Mac OS,1
8496,67877u,Mac OS,1
8497,137393u,Mac OS,1
8498,283248u,Windows OS,1
8499,23138u,Windows OS,1
8500,43495u,Mac OS,1
8501,146217u,Windows OS,1
8502,160562u,Windows OS,1
8503,279118u,Windows OS,1
8504,99621u,Mac OS,1
8505,191524u,Mac OS,1
8506,51075u,Mac OS,1
8507,35222u,Windows OS,1
8508,56107u,Mac OS,1
8509,70168u,Windows OS,1
8510,142957u,Mac OS,1
8511,64084u,Windows OS,1
8512,56613u,Windows OS,1
8513,214460u,Windows OS,1
8514,107126u,Windows OS,1
8515,64686u,Windows OS,1
8516,212725u,Mac OS,1
8517,123599u,Windows OS,1
8518,115775u,Windows OS,1
8519,125543u,Windows OS,1
8520,235250u,Windows OS,1
8521,162218u,Windows OS,1
8522,163599u,Windows OS,1
8523,51636u,Mac OS,1
8524,242968u,Windows OS,1
8525,148458u,Windows OS,1
8526,290144u,Mac OS,1
8527,5937u,Windows OS,1
8528,129536u,Mac OS,1
8529,181221u,Mac OS,1
8530,205089u,Mac OS,1
8531,135674u,Mac OS,1
8532,108946u,Windows OS,1
8533,81992u,Mac OS,1
8534,60136u,Windows OS,1
8535,181594u,Windows OS,1
8536,47060u,Mac OS,1
8537,83409u,Windows OS,1
8538,218088u,Windows OS,1
8539,208857u,Windows OS,1
8540,66054u,Windows OS,1
8541,142739u,Windows OS,1
8542,4076u,Windows OS,1
8543,101356u,Windows OS,1
8544,63496u,Mac OS,1
8545,7700u,Windows OS,1
8546,24075u,Windows OS,1
8547,193105u,Windows OS,1
8548,192248u,Mac OS,1
8549,270092u,Mac OS,1
8550,120164u,Windows OS,1
8551,192429u,Windows OS,1
8552,204029u,Windows OS,1
8553,239687u,Windows OS,1
8554,254745u,Mac OS,1
8555,170773u,Windows OS,1
8556,9719u,Windows OS,1
8557,71307u,Windows OS,1
8558,74780u,Mac OS,1
8559,129570u,Windows OS,1
8560,190536u,Windows OS,1
8561,52407u,Mac OS,1
8562,255081u,Windows OS,1
8563,195325u,Windows OS,1
8564,195325u,Mac OS,1
8565,154232u,Windows OS,1
8566,1511u,Windows OS,1
8567,114001u,Mac OS,1
8568,14435u,Windows OS,1
8569,144674u,Windows OS,1
8570,84370u,Windows OS,1
8571,175397u,Windows OS,1
8572,162102u,Windows OS,1
8573,187594u,Windows OS,1
8574,24567u,Windows OS,1
8575,62304u,Windows OS,1
8576,40470u,Windows OS,1
8577,193766u,Mac OS,1
8578,26999u,Windows OS,1
8579,179955u,Windows OS,1
8580,242925u,Windows OS,1
8581,17347u,Windows OS,1
8582,149947u,Mac OS,1
8583,213387u,Windows OS,1
8584,155264u,Windows OS,1
8585,263739u,Mac OS,1
8586,117088u,Mac OS,1
8587,159984u,Mac OS,1
8588,125499u,Windows OS,1
8589,38629u,Windows OS,1
8590,66525u,Windows OS,1
8591,156126u,Windows OS,1
8592,53081u,Mac OS,1
8593,149558u,Mac OS,1
8594,181392u,Windows OS,1
8595,159081u,Windows OS,1
8596,286544u,Windows OS,1
8597,90533u,Windows OS,1
8598,125060u,Mac OS,1
8599,208915u,Windows OS,1
8600,197330u,Windows OS,1
8601,231946u,Mac OS,1
8602,248870u,Mac OS,1
8603,104950u,Windows OS,1
8604,277189u,Windows OS,1
8605,4555u,Windows OS,1
8606,54121u,Windows OS,1
8607,104864u,Mac OS,1
8608,113539u,Windows OS,1
8609,22375u,Mac OS,1
8610,215088u,Windows OS,1
8611,206925u,Windows OS,1
8612,89776u,Windows OS,1
8613,104625u,Windows OS,1
8614,85873u,Windows OS,1
8615,121043u,Windows OS,1
8616,15582u,Windows OS,1
8617,139404u,Mac OS,1
8618,121626u,Mac OS,1
8619,245832u,Windows OS,1
8620,73925u,Windows OS,1
8621,157866u,Windows OS,1
8622,119099u,Windows OS,1
8623,201171u,Windows OS,1
8624,187868u,Windows OS,1
8625,294056u,Windows OS,1
8626,24331u,Mac OS,1
8627,5038u,Windows OS,1
8628,54433u,Mac OS,1
8629,137370u,Windows OS,1
8630,127080u,Windows OS,1
8631,146182u,Mac OS,1
8632,162849u,Mac OS,1
8633,128591u,Windows OS,1
8634,192061u,Windows OS,1
8635,242846u,Windows OS,1
8636,125858u,Mac OS,1
8637,179512u,Mac OS,1
8638,8189u,Windows OS,1
8639,211662u,Mac OS,1
8640,176468u,Mac OS,1
8641,38718u,Windows OS,1
8642,75553u,Mac OS,1
8643,174494u,Windows OS,1
8644,133530u,Mac OS,1
8645,249389u,Windows OS,1
8646,154811u,Mac OS,1
8647,96288u,Mac OS,1
8648,65103u,Mac OS,1
8649,231621u,Mac OS,1
8650,218366u,Mac OS,1
8651,178726u,Mac OS,1
8652,57162u,Mac OS,1
8653,173076u,Mac OS,1
8654,265866u,Windows OS,1
8655,15980u,Windows OS,1
8656,272114u,Mac OS,1
8657,231051u,Mac OS,1
8658,222472u,Mac OS,1
8659,2740u,Windows OS,1
8660,118480u,Mac OS,1
8661,177893u,Windows OS,1
8662,199646u,Windows OS,1
8663,289627u,Mac OS,1
8664,21132u,Mac OS,1
8665,69052u,Windows OS,1
8666,243461u,Mac OS,1
8667,132290u,Windows OS,1
8668,90167u,Mac OS,1
8669,57657u,Windows OS,1
8670,1437u,Windows OS,1
8671,109171u,Mac OS,1
8672,83597u,Mac OS,1
8673,121638u,Mac OS,1
8674,225086u,Mac OS,1
8675,77973u,Windows OS,1
8676,134723u,Mac OS,1
8677,150720u,Windows OS,1
8678,235444u,Windows OS,1
8679,237051u,Mac OS,1
8680,160659u,Mac OS,1
8681,168783u,Windows OS,1
8682,5113u,Mac OS,1
8683,125658u,Windows OS,1
8684,51286u,Mac OS,1
8685,190936u,Windows OS,1
8686,214659u,Mac OS,1
8687,165676u,Windows OS,1
8688,8791u,Mac OS,1
8689,200110u,Windows OS,1
8690,227810u,Windows OS,1
8691,81154u,Mac OS,1
8692,76022u,Mac OS,1
8693,80302u,Mac OS,1
8694,113192u,Windows OS,1
8695,251163u,Windows OS,1
8696,138440u,Windows OS,1
8697,151828u,Windows OS,1
8698,286198u,Windows OS,1
8699,104415u,Mac OS,1
8700,122102u,Windows OS,1
8701,196923u,Mac OS,1
8702,37056u,Windows OS,1
8703,297361u,Mac OS,1
8704,78632u,Mac OS,1
8705,242153u,Windows OS,1
8706,296936u,Mac OS,1
8707,209134u,Mac OS,1
8708,88619u,Windows OS,1
8709,106329u,Windows OS,1
8710,239624u,Windows OS,1
8711,161689u,Windows OS,1
8712,139120u,Windows OS,1
8713,154684u,Mac OS,1
8714,147469u,Windows OS,1
8715,113916u,Windows OS,1
8716,8220u,Mac OS,1
8717,189511u,Mac OS,1
8718,27286u,Mac OS,1
8719,23628u,Windows OS,1
8720,189639u,Mac OS,1
8721,93476u,Windows OS,1
8722,284007u,Mac OS,1
8723,228815u,Mac OS,1
8724,257288u,Windows OS,1
8725,244558u,Windows OS,1
8726,234743u,Mac OS,1
8727,122724u,Mac OS,1
8728,191614u,Windows OS,1
8729,265288u,Windows OS,1
8730,46634u,Windows OS,1
8731,180187u,Windows OS,1
8732,70500u,Mac OS,1
8733,282051u,Mac OS,1
8734,43507u,Mac OS,1
8735,61671u,Windows OS,1
8736,32648u,Mac OS,1
8737,137024u,Windows OS,1
8738,71227u,Mac OS,1
8739,296956u,Windows OS,1
8740,243744u,Windows OS,1
8741,263638u,Mac OS,1
8742,297717u,Windows OS,1
8743,163542u,Windows OS,1
8744,98819u,Windows OS,1
8745,46955u,Windows OS,1
8746,103667u,Windows OS,1
8747,123722u,Windows OS,1
8748,55902u,Windows OS,1
8749,190304u,Mac OS,1
8750,94521u,Windows OS,1
8751,279060u,Windows OS,1
8752,158044u,Windows OS,1
8753,292718u,Windows OS,1
8754,52349u,Mac OS,1
8755,39527u,Windows OS,1
8756,112019u,Mac OS,1
8757,9100u,Mac OS,1
8758,141681u,Mac OS,1
8759,213385u,Windows OS,1
8760,187984u,Windows OS,1
8761,206623u,Mac OS,1
8762,76874u,Mac OS,1
8763,281911u,Windows OS,1
8764,124336u,Windows OS,1
8765,65214u,Mac OS,1
8766,186049u,Mac OS,1
8767,238431u,Windows OS,1
8768,77764u,Mac OS,1
8769,177757u,Windows OS,1
8770,65983u,Mac OS,1
8771,199575u,Windows OS,1
8772,258810u,Mac OS,1
8773,133369u,Windows OS,1
8774,295966u,Mac OS,1
8775,208179u,Windows OS,1
8776,79137u,Mac OS,1
8777,38937u,Windows OS,1
8778,38545u,Mac OS,1
8779,228531u,Mac OS,1
8780,116357u,Windows OS,1
8781,113159u,Mac OS,1
8782,287031u,Windows OS,1
8783,150144u,Windows OS,1
8784,200661u,Windows OS,1
8785,221590u,Windows OS,1
8786,35102u,Windows OS,1
8787,200426u,Mac OS,1
8788,276214u,Windows OS,1
8789,36940u,Mac OS,1
8790,290969u,Windows OS,1
8791,186970u,Windows OS,1
8792,254379u,Windows OS,1
8793,165403u,Windows OS,1
8794,270682u,Windows OS,1
8795,243006u,Windows OS,1
8796,211229u,Windows OS,1
8797,281237u,Mac OS,1
8798,240896u,Mac OS,1
8799,282630u,Mac OS,1
8800,161336u,Windows OS,1
8801,53166u,Windows OS,1
8802,36564u,Windows OS,1
8803,58495u,Mac OS,1
8804,36841u,Windows OS,1
8805,68342u,Windows OS,1
8806,176051u,Windows OS,1
8807,84249u,Windows OS,1
8808,275418u,Mac OS,1
8809,111777u,Mac OS,1
8810,258083u,Mac OS,1
8811,157733u,Mac OS,1
8812,214047u,Mac OS,1
8813,229093u,Mac OS,1
8814,194361u,Mac OS,1
8815,12121u,Mac OS,1
8816,177048u,Windows OS,1
8817,236951u,Mac OS,1
8818,274321u,Mac OS,1
8819,245891u,Mac OS,1
8820,171806u,Windows OS,1
8821,264365u,Mac OS,1
8822,92424u,Windows OS,1
8823,263371u,Mac OS,1
8824,227521u,Windows OS,1
8825,241725u,Windows OS,1
8826,64215u,Windows OS,1
8827,249208u,Windows OS,1
8828,109592u,Mac OS,1
8829,269160u,Mac OS,1
8830,149400u,Mac OS,1
8831,243755u,Mac OS,1
8832,134787u,Windows OS,1
8833,67979u,Mac OS,1
8834,833u,Windows OS,1
8835,223523u,Windows OS,1
8836,258203u,Windows OS,1
8837,109335u,Mac OS,1
8838,248879u,Windows OS,1
8839,207135u,Windows OS,1
8840,274126u,Windows OS,1
8841,85955u,Mac OS,1
8842,262543u,Windows OS,1
8843,139694u,Mac OS,1
8844,140250u,Windows OS,1
8845,25294u,Mac OS,1
8846,232618u,Windows OS,1
8847,62174u,Mac OS,1
8848,151999u,Mac OS,1
8849,286208u,Mac OS,1
8850,48213u,Mac OS,1
